,year,state_po,candidatevotes_dem,candidatevotes_rep,voteso,totalvotes,raw_lean,adjusted_lean
242,1978.0,MN,731043.0,720514.0,18889.0,1470446.0,-0.007160412555102358,0.1191436087212549
243,1978.0,MO,1343014.0,875262.0,0.0,2218276.0,-0.210862850249473,-0.08455882897311573
244,1978.0,MT,216213.0,187990.0,0.0,404203.0,-0.06982382614676291,0.056480195129594346
245,1978.0,NV,287867.0,184875.0,14125.0,486867.0,-0.2115403179923881,-0.08523629671603083
246,1978.0,NH,407675.0,508248.0,8421.0,924344.0,0.10880473070631719,0.23510875198267445
247,1978.0,NM,196901.0,155799.0,1137.0,353837.0,-0.11616083111715286,0.010143190159204396
248,1978.0,NY,4154469.0,4334616.0,94995.0,8584080.0,0.020986174406575853,0.1472901956829331
249,1978.0,NC,3511471.0,1395682.0,49799.0,4956952.0,-0.4268326584562449,-0.30052863717988765
250,1978.0,ND,223846.0,287477.0,2310.0,513633.0,0.12388417410875086,0.2501881953851081
251,1978.0,OH,2128431.0,1813936.0,41581.0,3983948.0,-0.07894053838052101,0.04736348289583625
252,1978.0,OK,289153.0,237286.0,0.0,526439.0,-0.09852423547647499,0.027779785799882273
253,1978.0,OR,666309.0,589160.0,15412.0,1270881.0,-0.06070513289599888,0.06559888838035838
254,1978.0,PA,2572337.0,2673790.0,38996.0,5285123.0,0.01919595816407682,0.14549997944043408
255,1978.0,RI,387676.0,133025.0,2371.0,523072.0,-0.4868373761164811,-0.36053335484012383
256,1978.0,SC,472226.0,91112.0,8588.0,571926.0,-0.6663694254151761,-0.5400654041388189
257,1978.0,SD,533450.0,640089.0,0.0,1173539.0,0.09086958337132378,0.21717360464768104
258,1978.0,TN,785035.0,600583.0,33400.0,1419018.0,-0.12998566614376983,-0.00368164486741257
259,1978.0,TX,1982935.0,704455.0,11431.0,2698821.0,-0.473717967957119,-0.34741394668076175
260,1978.0,UT,225668.0,332355.0,1191.0,559214.0,0.19078027374135847,0.31708429501771573
261,1978.0,WA,1063657.0,1125134.0,4851.0,2193642.0,0.028025083400117223,0.15432910467647448
262,1978.0,WV,1349865.0,952846.0,0.0,2302711.0,-0.17241373320403647,-0.04610971192767921
263,1978.0,WI,1091842.0,953343.0,6375.0,2051560.0,-0.06750911501491547,0.05879490626144179
264,1978.0,WY,321170.0,389099.0,3188.0,713457.0,0.09521106387630929,0.22151508515266655
265,1979.0,KY,674134.0,336912.0,0.0,1011046.0,-0.33353774210075504,-0.10481390828775894
266,1979.0,MS,814471.0,147382.0,81307.0,1043160.0,-0.6394886690440584,-0.41076483523106233
267,1979.0,NJ,1624602.0,1519235.0,39994.0,3183831.0,-0.03309440733506269,0.1956294264779334
268,1979.0,VA,2028089.0,1192009.0,48884.0,3268982.0,-0.2557615795987864,-0.027037745785790324
269,1980.0,AK,196384.0,196123.0,47383.0,439890.0,-0.0005933301507194955,0.05293721413383634
270,1980.0,AZ,778076.0,1279691.0,75835.0,2133602.0,0.23510242303859857,0.2886329673231544
