party,,,,D,R,R,D,D,D,D,R,D,R,D,D,R,R,R,D,D,D,D,D,D,R,R,R,R,D,R,R,R,R,D,D,D,R,R,D,D,D,D,R,R,R,D,D,R,R,R,D,R,R,D,D,D,D,D,D,R,D,D,R,D,D,ID,D,R,R,D,R,D,D,D,R,D,D,D,D,D,D,R,R,D,I,D,R,D,R,R,D,D,D,R,D,D,R,R,D,D,D,R,D,R,D,D,D,R
111,Senate,2,106,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Not Voting,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,107,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Not Voting,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Not Voting,No,Yes,Not Voting,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Not Voting,Yes,Yes,Yes,Yes,Yes,No,No,Not Voting,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Not Voting,Yes,Yes,,,,
111,Senate,2,108,Yes,Not Voting,No,Yes,Yes,Yes,No,No,Yes,No,Not Voting,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Not Voting,No,Yes,Not Voting,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Not Voting,No,Yes,Not Voting,No,Yes,Yes,Not Voting,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Not Voting,Not Voting,Yes,Yes,Yes,Yes,Yes,No,No,Not Voting,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Not Voting,No,No,,,,
111,Senate,2,109,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Not Voting,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Not Voting,Yes,Not Voting,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Not Voting,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Voting,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,110,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Not Voting,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,111,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,Yes,Yes,No,Not Voting,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Not Voting,No,Yes,No,,,,
111,Senate,2,112,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,113,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Not Voting,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Not Voting,Yes,Yes,No,Yes,No,,,,
111,Senate,2,114,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Not Voting,Yes,Yes,No,Yes,No,,,,
111,Senate,2,115,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Not Voting,No,No,Yes,Yes,Yes,,,,
111,Senate,2,116,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Not Voting,Yes,Yes,No,Yes,No,,,,
111,Senate,2,117,Yes,No,No,Yes,Not Voting,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Not Voting,Yes,Yes,No,Yes,No,,,,
111,Senate,2,118,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Not Voting,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Not Voting,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Not Voting,No,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,119,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,120,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,121,Yes,Not Voting,No,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Not Voting,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,122,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Not Voting,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,123,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,124,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Not Voting,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,125,Yes,No,No,Yes,Not Voting,Yes,Yes,Not Voting,Yes,Not Voting,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Not Voting,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Not Voting,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Not Voting,Not Voting,Yes,Yes,,Yes,Not Voting,Not Voting,Not Voting,Yes,No,Yes,Yes,Not Voting,Yes,No,No,Yes,No,Yes,Yes,Not Voting,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,No,Not Voting,Not Voting,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Not Voting,Yes,Not Voting,Yes,Not Voting,Yes,Yes,,,,
111,Senate,2,126,Yes,No,No,Yes,Not Voting,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,127,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,
111,Senate,2,128,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,129,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,131,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,132,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,133,No,Yes,Yes,No,No,No,No,Not Voting,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,,,
111,Senate,2,134,Yes,No,No,Yes,Yes,Yes,Yes,Not Voting,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Not Voting,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Not Voting,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Voting,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Not Voting,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,135,No,No,Yes,No,No,No,No,Not Voting,Yes,Yes,No,No,Yes,Not Voting,Yes,No,Not Voting,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not Voting,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,Yes,Not Voting,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Not Voting,No,No,No,No,Yes,Yes,No,,,,
111,Senate,2,136,No,No,No,No,No,Yes,No,Not Voting,Yes,No,Yes,Yes,No,Not Voting,No,Yes,Not Voting,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Voting,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,Yes,Yes,No,Yes,Not Voting,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,No,No,Yes,Yes,No,Yes,No,,,,
111,Senate,2,137,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
111,Senate,2,138,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not Voting,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,,,,
111,Senate,2,139,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,140,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Not Voting,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,,,
111,Senate,2,141,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Not Voting,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,,,,
111,Senate,2,142,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Not Voting,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,,,,
111,Senate,2,143,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Voting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
