,current_party,district,dw_nominate,end_date,first_name,in_office,last_name,member_id,middle_name,name,party,start_date,state
W000811,R,8,0.708,2013-01-03,Joe,False,Walsh,W000811,,Joe Walsh,R,2011-01-04,IL
W000207,D,12,-0.526,2014-01-06,Melvin,False,Watt,W000207,,Melvin Watt,D,1993-01-05,NC
W000807,R,22,,2013-01-03,Allen,False,West,W000807,,Allen West,R,2011-01-04,FL
W000738,D,6,-0.556,2013-01-03,Lynn,False,Woolsey,W000738,,Lynn Woolsey,D,1993-01-05,CA
Y000031,R,10,0.325,2013-10-18,C. W. Bill,False,Young,Y000031,,C. W. Bill Young,R,1983-01-03,FL
C001050,D,18,-0.262,2012-08-14,Dennis,False,Cardoza,C001050,,Dennis Cardoza,D,2003-01-07,CA
D000603,R,4,0.398,2012-07-31,Geoff,False,Davis,D000603,,Geoff Davis,R,2005-01-04,KY
F000116,D,51,-0.652,2012-12-03,Bob,False,Filner,F000116,,Bob Filner,D,1993-01-05,CA
G000554,D,8,-0.11,2012-01-25,Gabrielle,False,Giffords,G000554,,Gabrielle Giffords,D,2007-01-04,AZ
I000026,D,1,,2012-03-20,Jay,False,Inslee,I000026,,Jay Inslee,D,1993-01-05,WA
J000283,D,2,-0.538,2012-11-21,Jesse,False,Jackson,J000283,L.,Jesse L. Jackson Jr.,D,1995-01-04,IL
M001147,R,11,0.335,2012-07-06,Thaddeus,False,McCotter,M001147,,Thaddeus McCotter,R,2003-01-07,MI
P000149,D,10,,2012-03-06,Donald,False,Payne,P000149,M.,Donald M. Payne,D,1989-01-03,NJ
H000213,D,36,-0.262,2011-02-28,Jane,False,Harman,H000213,,Jane Harman,D,1993-01-05,CA
H001041,R,2,0.464,2011-05-09,Dean,False,Heller,H001041,,Dean Heller,R,2007-01-04,NV
L000568,R,26,,2011-02-09,Christopher,False,Lee,L000568,,Christopher Lee,R,2009-01-06,NY
W000792,D,9,-0.408,2011-06-21,Anthony,False,Weiner,W000792,,Anthony Weiner,D,1999-01-06,NY
W000793,D,1,-0.37,2011-08-03,David,False,Wu,W000793,,David Wu,D,1999-01-06,OR
A000014,D,1,,2010-02-28,Neil,False,Abercrombie,A000014,,Neil Abercrombie,D,1986-09-20,HI
A000364,D,3,,2011-01-03,John,False,Adler,A000364,,John Adler,D,2009-01-06,NJ
A000363,D,24,,2011-01-03,Michael,False,Arcuri,A000363,,Michael Arcuri,D,2007-01-04,NY
B001229,D,3,,2011-01-03,Brian,False,Baird,B001229,,Brian Baird,D,1999-01-06,WA
B001239,R,3,,2011-01-03,J.,False,Barrett,B001239,Gresham,J. Gresham Barrett,R,2003-01-07,SC
B001253,D,8,,2011-01-03,Melissa,False,Bean,B001253,,Melissa Bean,D,2005-01-04,IL
B000420,D,1,,2011-01-03,Marion,False,Berry,B000420,,Marion Berry,D,1997-01-07,AR
B000575,R,7,,2011-01-03,Roy,True,Blunt,B000575,,Roy Blunt,R,1997-01-07,MO
B001263,D,16,,2011-01-03,John,False,Boccieri,B001263,,John Boccieri,D,2009-01-06,OH
B001236,R,3,,2011-01-03,John,True,Boozman,B001236,,John Boozman,R,2001-01-03,AR
B000657,D,9,,2011-01-03,Rick,False,Boucher,B000657,,Rick Boucher,D,1983-01-03,VA
B000716,D,2,,2011-01-03,Allen,False,Boyd,B000716,,Allen Boyd,D,1997-01-07,FL
B001264,D,2,,2011-01-03,Bobby,False,Bright,B001264,,Bobby Bright,D,2009-01-06,AL
B001235,R,1,,2011-01-03,Henry,False,Brown,B001235,E.,Henry E. Brown Jr.,R,2001-01-03,SC
B001247,R,5,,2011-01-03,Ginny,False,Brown-Waite,B001247,,Ginny Brown-Waite,R,2003-01-07,FL
B001203,R,4,,2011-01-03,Steve,False,Buyer,B001203,,Steve Buyer,R,1993-01-05,IN
C001079,R,2,,2011-01-03,Anh,False,Cao,C001079,,Anh Cao,R,2009-01-06,LA
C001065,D,10,,2011-01-03,Christopher,False,Carney,C001065,,Christopher Carney,D,2007-01-04,PA
C000243,R,1,,2011-01-03,Michael,False,Castle,C000243,N.,Michael N. Castle,R,1993-01-05,DE
C001074,D,1,,2011-01-03,Travis,False,Childers,C001074,W.,Travis W. Childers,D,2008-05-20,MS
D000608,D,3,,2011-01-03,Kathy,False,Dahlkemper,D000608,,Kathy Dahlkemper,D,2009-01-06,PA
D000602,D,7,,2011-01-03,Artur,False,Davis,D000602,,Artur Davis,D,2003-01-07,AL
D000599,D,4,,2011-01-03,Lincoln,False,Davis,D000599,,Lincoln Davis,D,2003-01-07,TN
D000168,R,9,,2010-03-22,Nathan,False,Deal,D000168,,Nathan Deal,R,1993-01-05,GA
D000210,D,10,,2011-01-03,Bill,False,Delahunt,D000210,,Bill Delahunt,D,1997-01-07,MA
D000299,R,21,,2011-01-03,Lincoln,False,Diaz-Balart,D000299,,Lincoln Diaz-Balart,R,1993-01-05,FL
D000609,D,1,,2011-01-03,Steve,False,Driehaus,D000609,,Steve Driehaus,D,2009-01-06,OH
E000063,D,17,,2011-01-03,Chet,False,Edwards,E000063,,Chet Edwards,D,1991-01-03,TX
E000092,R,3,,2011-01-03,Vernon,False,Ehlers,E000092,J.,Vernon J. Ehlers,R,1993-01-05,MI
E000289,D,8,,2011-01-03,Brad,False,Ellsworth,E000289,,Brad Ellsworth,D,2007-01-04,IN
E000226,D,2,,2011-01-03,Bob,False,Etheridge,E000226,,Bob Etheridge,D,1997-01-07,NC
F000453,R,5,,2011-01-03,Mary,False,Fallin,F000453,,Mary Fallin,R,2007-01-04,OK
G000309,D,6,,2011-01-03,Bart,False,Gordon,G000309,,Bart Gordon,D,1985-01-03,TN
G000557,R,5,,2011-01-03,Parker,False,Griffith,G000557,,Parker Griffith,R,2009-01-06,AL
H001039,D,19,,2011-01-03,John,False,Hall,H001039,,John Hall,D,2007-01-04,NY
H001044,D,11,,2011-01-03,Debbie,False,Halvorson,H001044,,Debbie Halvorson,D,2009-01-06,IL
H001040,D,17,,2011-01-03,Phil,False,Hare,H001040,,Phil Hare,D,2007-01-04,IL
H001037,D,1,,2011-01-03,Stephanie,False,Herseth Sandlin,H001037,,Stephanie Herseth Sandlin,D,2003-01-07,SD
H001030,D,9,,2011-01-03,Baron,False,Hill,H001030,P.,Baron P. Hill,D,1999-01-06,IN
H001043,D,2,,2011-01-03,Paul,False,Hodes,H001043,W.,Paul W. Hodes,D,2007-01-04,NH
H000676,R,2,,2011-01-03,Peter,False,Hoekstra,H000676,,Peter Hoekstra,R,1993-01-05,MI
I000023,R,4,,2011-01-03,Bob,False,Inglis,I000023,,Bob Inglis,R,1993-01-05,SC
K000365,D,8,,2011-01-03,Steve,False,Kagen,K000365,,Steve Kagen,D,2007-01-04,WI
K000008,D,11,,2011-01-03,Paul,False,Kanjorski,K000008,E.,Paul E. Kanjorski,D,1985-01-03,PA
K000113,D,1,,2011-01-03,Patrick,False,Kennedy,K000113,J.,Patrick J. Kennedy,D,1995-01-04,RI
K000180,D,13,,2011-01-03,Carolyn,False,Kilpatrick,K000180,Cheeks,Carolyn Cheeks Kilpatrick,D,1997-01-07,MI
K000372,D,15,,2011-01-03,Mary Jo,False,Kilroy,K000372,,Mary Jo Kilroy,D,2009-01-06,OH
K000360,R,10,,2010-11-29,Mark,False,Kirk,K000360,Steven,Mark Steven Kirk,R,2001-01-03,IL
K000366,D,22,,2011-01-03,Ron,False,Klein,K000366,,Ron Klein,D,2007-01-04,FL
K000370,D,24,,2011-01-03,Suzanne,False,Kosmas,K000370,M.,Suzanne M. Kosmas,D,2009-01-06,FL
K000371,D,1,,2011-01-03,Frank,False,Kratovil,K000371,,Frank Kratovil Jr.,D,2009-01-06,MD
L000321,R,7,,2011-01-03,John,False,Linder,L000321,,John Linder,R,1993-01-05,GA
M001172,D,4,,2011-01-03,Betsy,False,Markey,M001172,,Betsy Markey,D,2009-01-06,CO
M001146,D,8,,2011-01-03,Jim,False,Marshall,M001146,,Jim Marshall,D,2003-01-07,GA
M001173,D,29,,2010-03-08,Eric,False,Massa,M001173,,Eric Massa,D,2009-01-06,NY
M001174,D,13,,2011-01-03,Michael,False,McMahon,M001174,E.,Michael E. McMahon,D,2009-01-06,NY
M001148,D,17,,2011-01-03,Kendrick,False,Meek,M001148,B.,Kendrick B. Meek,D,2003-01-07,FL
M001161,D,3,,2011-01-03,Charlie,False,Melancon,M001161,,Charlie Melancon,D,2005-01-04,LA
M001175,D,1,,2011-01-03,Walt,False,Minnick,M001175,,Walt Minnick,D,2009-01-06,ID
M001167,D,5,,2011-01-03,Harry,False,Mitchell,M001167,E.,Harry E. Mitchell,D,2007-01-04,AZ
M000844,D,1,,2011-01-03,Alan,False,Mollohan,M000844,B.,Alan B. Mollohan,D,1983-01-03,WV
M001140,D,3,,2011-01-03,Dennis,False,Moore,M001140,,Dennis Moore,D,1999-01-06,KS
M000934,R,1,,2011-01-03,Jerry,True,Moran,M000934,,Jerry Moran,R,1997-01-07,KS
M001178,D,20,,2011-01-03,Scott,False,Murphy,M001178,,Scott Murphy,D,2009-04-29,NY
M001168,D,8,,2011-01-03,Patrick,False,Murphy,M001168,J.,Patrick J. Murphy,D,2007-01-04,PA
M001120,D,12,,2010-02-08,John,False,Murtha,M001120,P.,John P. Murtha,D,1983-01-03,PA
N000183,D,2,,2011-01-03,Glenn,False,Nye,N000183,,Glenn Nye,D,2009-01-06,VA
O000006,D,8,,2011-01-03,James,False,Oberstar,O000006,L.,James L. Oberstar,D,1983-01-03,MN
O000007,D,7,,2011-01-03,David,False,Obey,O000007,R.,David R. Obey,D,1983-01-03,WI
O000107,D,27,,2011-01-03,Solomon,False,Ortiz,O000107,P.,Solomon P. Ortiz,D,1983-01-03,TX
P000600,D,5,,2011-01-03,Tom,False,Perriello,P000600,,Tom Perriello,D,2009-01-06,VA
P000422,D,1,,2011-01-03,Earl,False,Pomeroy,P000422,,Earl Pomeroy,D,1993-01-05,ND
P000586,R,12,,2011-01-03,Adam,False,Putnam,P000586,H.,Adam H. Putnam,R,2001-01-03,FL
R000004,R,19,,2011-01-03,George,False,Radanovich,R000004,P.,George P. Radanovich,R,1995-01-04,CA
R000568,D,23,,2011-01-03,Ciro,False,Rodriguez,R000568,D.,Ciro D. Rodriguez,D,1997-01-07,TX
S001158,D,3,,2011-01-03,John,False,Salazar,S001158,,John Salazar,D,2005-01-04,CO
S001178,D,7,,2011-01-03,Mark,False,Schauer,S001178,,Mark Schauer,D,2009-01-06,MI
S001169,D,7,,2011-01-03,Joe,False,Sestak,S001169,,Joe Sestak,D,2007-01-04,PA
S000275,R,3,,2011-01-03,John,False,Shadegg,S000275,,John Shadegg,R,1995-01-04,AZ
S000465,D,4,,2011-01-03,Ike,False,Skelton,S000465,,Ike Skelton,D,1983-01-03,MO
S000672,D,2,,2011-01-03,Vic,False,Snyder,S000672,,Vic Snyder,D,1997-01-07,AR
S001143,R,3,,2010-05-21,Mark,False,Souder,S001143,,Mark Souder,R,1995-01-04,IN
S001173,D,18,,2011-01-03,Zack,False,Space,S001173,,Zack Space,D,2007-01-04,OH
S000749,D,5,,2011-01-03,John,False,Spratt,S000749,M.,John M. Spratt Jr.,D,1983-01-03,SC
S001045,D,1,,2011-01-03,Bart,False,Stupak,S001045,,Bart Stupak,D,1993-01-05,MI
T000038,D,8,,2011-01-03,John,False,Tanner,T000038,,John Tanner,D,1989-01-03,TN
T000074,D,4,,2011-01-03,Gene,False,Taylor,T000074,,Gene Taylor,D,1989-01-03,MS
T000466,D,2,,2011-01-03,Harry,False,Teague,T000466,,Harry Teague,D,2009-01-06,NM
T000260,R,4,,2011-01-03,Todd,False,Tiahrt,T000260,,Todd Tiahrt,R,1995-01-04,KS
W000119,R,3,,2011-01-03,Zach,False,Wamp,W000119,,Zach Wamp,R,1995-01-04,TN
W000794,D,33,,2011-01-03,Diane,False,Watson,W000794,,Diane Watson,D,2001-01-03,CA
W000801,D,6,,2011-01-03,Charlie,False,Wilson,W000801,,Charlie Wilson,D,2007-01-04,OH
B001245,D,79,,2019-01-03,Madeleine,False,Bordallo,B001245,Z.,Madeleine Z. Bordallo,D,2003-01-07,GU
F000010,D,79,,2015-01-03,Eni,False,Faleomavaega,F000010,F. H.,Eni F. H. Faleomavaega,D,1989-01-03,AS
D000611,,1,,2011-01-03,Charles,False,Djou,D000611,,Charles Djou,R,2010-05-25,HI
C000380,D,79,,2015-01-02,Donna,False,Christensen,C000380,M.C.,Donna M.C. Christensen,D,1997-01-03,VI
P000596,D,80,,2017-01-03,Pedro,False,Pierluisi,P000596,,Pedro Pierluisi,D,2009-01-06,PR
G000555,D,20,,2009-01-26,Kirsten,True,Gillibrand,G000555,E.,Kirsten E. Gillibrand,D,2007-01-04,NY
M000472,,23,,2009-09-21,John,False,McHugh,M000472,M.,John M. McHugh,R,1993-01-05,NY
S001153,,32,,2009-02-25,Hilda,False,Solis,S001153,L.,Hilda L. Solis,D,2001-01-03,CA
T000057,,10,,2009-06-26,Ellen,False,Tauscher,T000057,O.,Ellen O. Tauscher,D,1997-01-07,CA
W000314,,19,,2010-01-04,Robert,False,Wexler,W000314,,Robert Wexler,D,1997-01-07,FL
A000357,,1,,2009-01-03,Thomas,False,Allen,A000357,H.,Thomas H. Allen,D,1997-01-07,ME
B000072,,6,,2008-02-02,Richard,False,Baker,B000072,Hugh,Richard Hugh Baker,R,1987-01-06,LA
B001258,,2,,2009-01-03,Nancy,False,Boyda,B001258,E.,Nancy E. Boyda,D,2007-01-04,KS
C000116,,3,,2009-01-03,Christopher,False,Cannon,C000116,B.,Christopher B. Cannon,R,1997-01-07,UT
C000868,,5,,2009-01-03,Robert,False,Cramer,C000868,E.,Robert E. Cramer,D,1991-01-03,AL
C000962,,1,,2009-01-03,Barbara,False,Cubin,C000962,L.,Barbara L. Cubin,R,1995-01-04,WY
D000606,,1,,2009-01-03,David,False,Davis,D000606,,David Davis,R,2007-01-04,TN
D000136,,11,,2008-11-24,Thomas,False,Davis,D000136,M.,Thomas M. Davis,R,1995-01-04,VA
D000429,,4,,2009-01-03,John,False,Doolittle,D000429,T.,John T. Doolittle,R,1991-01-03,CA
D000605,,2,,2009-01-03,Thelma,False,Drake,D000605,D.,Thelma D. Drake,R,2005-01-04,VA
E000287,,5,,2009-01-03,Rahm,False,Emanuel,E000287,,Rahm Emanuel,D,2003-01-07,IL
E000187,,3,,2009-01-03,Phil,False,English,E000187,,Phil English,R,1995-01-04,PA
E000268,,2,,2009-01-03,Terry,False,Everett,E000268,,Terry Everett,R,1993-01-05,AL
F000447,,24,,2009-01-03,Tom,False,Feeney,F000447,C.,Tom C. Feeney,R,2003-01-07,FL
F000443,,7,,2009-01-03,Michael,False,Ferguson,F000443,,Michael Ferguson,R,2001-01-03,NJ
F000440,,13,,2009-01-03,Vito,False,Fossella,F000440,J.,Vito J. Fossella,R,1997-01-07,NY
G000180,,1,,2009-01-03,Wayne,False,Gilchrest,G000180,T.,Wayne T. Gilchrest,R,1991-01-03,MD
G000280,,5,,2009-01-03,Virgil,False,Goode,G000280,H.,Virgil H. Goode,R,1997-01-07,VA
H001029,,8,,2009-01-03,Robin,False,Hayes,H001029,C.,Robin C. Hayes,R,1999-01-06,NC
H000666,,7,,2009-01-03,David,False,Hobson,H000666,Lee,David Lee Hobson,R,1991-01-03,OH
H000762,,5,,2009-01-03,Darlene,False,Hooley,H000762,,Darlene Hooley,D,1997-01-07,OR
H000948,,9,,2009-01-03,Kenny,False,Hulshof,H000948,C.,Kenny C. Hulshof,R,1997-01-07,MO
H000981,,52,,2009-01-03,Duncan,False,Hunter,H000981,L.,Duncan L. Hunter,R,1983-01-03,CA
J000070,,2,,2009-01-03,William,False,Jefferson,J000070,J.,William J. Jefferson,D,1991-01-03,LA
J000284,,11,,2008-08-20,Stephanie,False,Jones,J000284,Tubbs,Stephanie Tubbs Jones,D,1999-01-06,OH
K000361,,8,,2009-01-03,Ric,False,Keller,K000361,,Ric Keller,R,2001-01-03,FL
K000288,,9,,2009-01-03,Joseph,False,Knollenberg,K000288,K.,Joseph K. Knollenberg,R,1993-01-05,MI
K000364,,29,,2009-01-03,John,False,Kuhl,K000364,R.,John R. Kuhl,R,2005-01-04,NY
L000552,,18,,2009-01-03,Ray,False,LaHood,L000552,H.,Ray H. LaHood,R,1995-01-04,IL
L000043,,22,,2009-01-03,Nicholas,False,Lampson,L000043,V.,Nicholas V. Lampson,D,1997-01-07,TX
L000090,,12,,2008-02-11,Tom,False,Lantos,L000090,,Tom Lantos,D,1983-01-03,CA
L000293,,2,,2009-01-03,Ron,False,Lewis,L000293,,Ron Lewis,R,1993-01-05,KY
M001164,,16,,2009-01-03,Tim,False,Mahoney,M001164,,Tim Mahoney,D,2007-01-04,FL
M000388,,4,,2009-01-03,Jim,False,McCrery,M000388,O.,Jim O. McCrery,R,1987-01-06,LA
M000590,,21,,2009-01-03,Michael,False,McNulty,M000590,R.,Michael R. McNulty,D,1989-01-03,NY
M001152,,4,,2009-01-03,Marilyn,False,Musgrave,M001152,N.,Marilyn N. Musgrave,R,2003-01-07,CO
P000263,,5,,2009-01-03,John,False,Peterson,P000263,E.,John E. Peterson,R,1997-01-07,PA
P000323,,3,,2009-01-03,Charles,False,Pickering,P000323,W.,Charles W. Pickering,R,1997-01-07,MS
P000589,,3,,2009-01-03,Jon,False,Porter,P000589,Christopher,Jon Christopher Porter,R,2003-01-07,NV
P000555,,15,,2009-01-03,Deborah,False,Pryce,P000555,D.,Deborah D. Pryce,R,1993-01-05,OH
R000033,,3,,2009-01-03,James,False,Ramstad,R000033,M.,James M. Ramstad,R,1991-01-03,MN
R000141,,16,,2009-01-03,Ralph,False,Regula,R000141,,Ralph Regula,R,1983-01-03,OH
R000574,,1,,2009-01-03,Rick,False,Renzi,R000574,,Rick Renzi,R,2003-01-07,AZ
R000569,,26,,2009-01-03,Thomas,False,Reynolds,R000569,M.,Thomas M. Reynolds,R,1999-01-06,NY
S001167,,1,,2009-01-03,Bill,False,Sali,S001167,,Bill Sali,R,2007-01-04,ID
S000097,,3,,2009-01-03,H. James,False,Saxton,S000097,,H. James Saxton,R,1985-01-03,NJ
S001144,,4,,2009-01-03,Christopher,False,Shays,S001144,H.,Christopher H. Shays,R,1987-01-06,CT
T000458,,6,,2009-01-03,Thomas,False,Tancredo,T000458,G.,Thomas G. Tancredo,R,1999-01-06,CO
U000038,D,2,,2009-01-03,Mark,False,Udall,U000038,,Mark Udall,D,1999-01-06,CO
U000039,D,3,,2009-01-03,Tom,True,Udall,U000039,,Tom Udall,D,1999-01-06,NM
W000099,,25,,2009-01-03,James,False,Walsh,W000099,T.,James T. Walsh,R,1989-01-03,NY
W000267,,15,,2009-01-03,David,False,Weldon,W000267,J.,David J. Weldon,R,1995-01-04,FL
W000273,,11,,2009-01-03,Gerald,False,Weller,W000273,C.,Gerald C. Weller,R,1995-01-04,IL
W000789,,1,,2009-01-03,Heather,False,Wilson,W000789,A.,Heather A. Wilson,R,1997-01-07,NM
W000784,,4,,2008-05-31,Albert,False,Wynn,W000784,Russell,Albert Russell Wynn,D,1993-01-05,MD
F000452,,80,,2009-01-03,Luis,False,Fortuno,F000452,G.,Luis G. Fortuno,R,2005-01-04,PR
C001073,,6,,2009-01-03,Donald,False,Cazayoux,C001073,J.,Donald J. Cazayoux Jr.,D,2008-05-06,LA
N000051,,5,,2005-01-03,George,False,Nethercutt,N000051,R.,George R. Nethercutt,R,1995-01-04,WA
C000191,,7,,2007-12-15,Julia,False,Carson,C000191,M.,Julia M. Carson,D,1997-01-07,IN
D000597,,1,,2007-10-06,Jo Ann,False,Davis,D000597,S.,Jo Ann S. Davis,R,2001-01-03,VA
G000210,,5,,2007-09-05,Paul,False,Gillmor,G000210,E.,Paul E. Gillmor,R,1989-01-03,OH
H000323,,14,,2007-11-26,J. Dennis,False,Hastert,H000323,,J. Dennis Hastert,R,1987-01-06,IL
J000287,,1,,2008-01-14,Bobby,False,Jindal,J000287,,Bobby Jindal,R,2005-01-04,LA
M000627,,5,,2007-07-01,Martin,False,Meehan,M000627,T.,Martin T. Meehan,D,1993-01-05,MA
M000714,,37,,2007-04-22,Juanita,False,Millender-McDonald,M000714,,Juanita Millender-McDonald,D,1995-01-04,CA
N000159,,10,,2007-02-13,Charles,False,Norwood,N000159,W.,Charles W. Norwood,R,1995-01-04,GA
W000437,R,1,,2007-12-31,Roger,True,Wicker,W000437,,Roger Wicker,R,1995-01-04,MS
B001240,,7,,2007-01-03,Bob,False,Beauprez,B001240,,Bob Beauprez,R,2003-01-07,CO
B000463,,9,,2007-01-03,Michael,False,Bilirakis,B000463,,Michael Bilirakis,R,1983-01-03,FL
B000586,,24,,2007-01-03,Sherwood,False,Boehlert,B000586,L.,Sherwood L. Boehlert,R,1983-01-03,NY
B000617,,23,,2007-01-03,Henry,False,Bonilla,B000617,,Henry Bonilla,R,1993-01-05,TX
B001246,,1,,2007-01-03,Jeb,False,Bradley,B001246,E.,Jeb E. Bradley,R,2003-01-07,NH
B000944,D,13,,2007-01-03,Sherrod,True,Brown,B000944,,Sherrod Brown,D,1993-01-05,OH
C000141,D,3,,2007-01-03,Benjamin,True,Cardin,C000141,L.,Benjamin L. Cardin,D,1987-01-06,MD
C001052,,2,,2007-01-03,Chris,False,Chocola,C001052,,Chris Chocola,R,2003-01-07,IN
D000114,,11,,2007-01-03,James,False,Davis,D000114,,James Davis,D,1997-01-07,FL
D000217,,22,,2006-06-09,Thomas,False,DeLay,D000217,Dale,Thomas Dale DeLay,R,1985-01-03,TX
E000250,,17,,2007-01-03,Lane,False,Evans,E000250,A.,Lane A. Evans,D,1983-01-03,IL
F000238,,16,,2006-09-29,Mark,False,Foley,F000238,Adam,Mark Adam Foley,R,1995-01-04,FL
F000262,,9,,2007-01-03,Harold,False,Ford,F000262,E.,Harold E. Ford Jr.,D,1997-01-07,TN
G000152,,2,,2007-01-03,James,False,Gibbons,G000152,A.,James A. Gibbons,R,1997-01-07,NV
G000545,,8,,2007-01-03,Mark,False,Green,G000545,A.,Mark A. Green,R,1999-01-06,WI
G000536,,1,,2007-01-03,Gilbert,False,Gutknecht,G000536,W.,Gilbert W. Gutknecht,R,1995-01-04,MN
H001035,,13,,2007-01-03,Katherine,False,Harris,H001035,,Katherine Harris,R,2003-01-07,FL
H001033,,4,,2007-01-03,Melissa,False,Hart,H001033,A.,Melissa A. Hart,R,2001-01-03,PA
H000413,,5,,2007-01-03,John,False,Hayworth,H000413,D.,John D. Hayworth,R,1995-01-04,AZ
H000444,,5,,2007-01-03,Joel,False,Hefley,H000444,,Joel Hefley,R,1987-01-06,CO
H000807,,8,,2007-01-03,John,False,Hostettler,H000807,Nathan,John Nathan Hostettler,R,1995-01-04,IN
H001022,,6,,2007-01-03,Henry,False,Hyde,H001022,John,Henry John Hyde,R,1983-01-03,IL
I000047,,5,,2007-01-03,Ernest,False,Istook,I000047,J.,Ernest J. Istook,R,1993-01-05,OK
J000082,,1,,2007-01-03,William,False,Jenkins,J000082,Lewis,William Lewis Jenkins,R,1997-01-07,TN
J000163,,5,,2007-01-03,Nancy,False,Johnson,J000163,Lee,Nancy Lee Johnson,R,1983-01-03,CT
K000078,,19,,2007-01-03,Sue,False,Kelly,K000078,W.,Sue W. Kelly,R,1995-01-04,NY
K000358,,6,,2007-01-03,Mark,False,Kennedy,K000358,R.,Mark R. Kennedy,R,2001-01-03,MN
K000306,,8,,2007-01-03,James,False,Kolbe,K000306,T.,James T. Kolbe,R,1985-01-03,AZ
L000169,,2,,2007-01-03,James,False,Leach,L000169,A.,James A. Leach,R,1983-01-03,IA
M000523,,4,,2007-01-03,Cynthia,False,McKinney,M000523,,Cynthia McKinney,D,1993-01-05,GA
N000081,,18,,2006-11-03,Robert,False,Ney,N000081,William,Robert William Ney,R,1995-01-04,OH
N000143,,3,,2007-01-03,Anne,False,Northup,N000143,Meagher,Anne Meagher Northup,R,1997-01-07,KY
N000172,,1,,2007-01-03,James,False,Nussle,N000172,Allen,James Allen Nussle,R,1991-01-03,IA
O000165,,3,,2007-01-03,Thomas,False,Osborne,O000165,William,Thomas William Osborne,R,2001-01-03,NE
O000166,,1,,2007-01-03,C.L.,False,Otter,O000166,,C.L. Otter,R,2001-01-03,ID
O000159,,11,,2007-01-03,Major,False,Owens,O000159,R.,Major R. Owens,D,1983-01-03,NY
O000163,,4,,2007-01-03,Michael,False,Oxley,O000163,G.,Michael G. Oxley,R,1983-01-03,OH
P000419,,11,,2007-01-03,Richard,False,Pombo,P000419,W.,Richard W. Pombo,R,1993-01-05,CA
R000566,,2,,2007-01-03,Jim,False,Ryun,R000566,R.,Jim R. Ryun,R,1995-01-04,KS
S000005,,5,,2007-01-03,Martin,False,Sabo,S000005,Olav,Martin Olav Sabo,D,1983-01-03,MN
S000033,I,1,,2007-01-03,Bernard,True,Sanders,S000033,,Bernard Sanders,I,1991-01-03,VT
S001161,,7,,2007-01-03,John,False,Schwarz,S001161,J.H.,John J.H. Schwarz,R,2005-01-04,MI
S000303,,22,,2007-01-03,E. Clay,False,Shaw,S000303,,E. Clay Shaw,R,1983-01-03,FL
S001146,,10,,2007-01-03,Donald,False,Sherwood,S001146,L.,Donald L. Sherwood,R,1999-01-06,PA
S001152,,2,,2007-01-03,Robert,False,Simmons,S001152,Ruhl,Robert Ruhl Simmons,R,2001-01-03,CT
S001160,,9,,2007-01-03,Michael,False,Sodrel,S001160,E.,Michael E. Sodrel,R,2005-01-04,IN
S001004,,6,,2007-01-03,Ted,False,Strickland,S001004,,Ted Strickland,D,1993-01-05,OH
S001149,,20,,2007-01-03,John,False,Sweeney,S001149,E.,John E. Sweeney,R,1999-01-06,NY
T000067,,11,,2007-01-03,Charles,False,Taylor,T000067,H.,Charles H. Taylor,R,1991-01-03,NC
T000188,,22,,2007-01-03,William,False,Thomas,T000188,M.,William M. Thomas,R,1983-01-03,CA
W000268,,7,,2007-01-03,W. Curtis,False,Weldon,W000268,,W. Curtis Weldon,R,1987-01-06,PA
S001166,,22,,2007-01-03,Shelley,False,Sekula-Gibbs,S001166,,Shelley Sekula-Gibbs,R,2006-11-13,TX
C000830,,48,,2007-01-03,Christopher,False,Cox,C000830,,Christopher Cox,R,1989-01-03,CA
C000994,,50,,2005-12-01,Randy,False,Cunningham,C000994,'Duke',Randy 'Duke' Cunningham,R,1991-01-03,CA
M000639,D,13,,2007-01-03,Robert,True,Menendez,M000639,,Robert Menendez,D,1993-01-05,NJ
P000449,R,2,,2007-01-03,Rob,True,Portman,P000449,,Rob Portman,R,1993-01-05,OH
M000249,,4,,2005-01-01,Robert,False,Matsui,M000249,T.,Robert T. Matsui,D,1983-01-03,CA
B001238,,1,,2004-06-11,Frank,False,Ballance,B001238,W.,Frank W. Ballance,D,2003-01-07,NC
B000104,,10,,2005-01-03,Cass,False,Ballenger,B000104,,Cass Ballenger,R,1987-01-06,NC
B001241,,25,,2005-01-03,Chris,False,Bell,B001241,,Chris Bell,D,2003-01-07,TX
B000403,,1,,2004-08-31,Douglas,False,Bereuter,B000403,K.,Douglas K. Bereuter,R,1983-01-03,NE
B001249,,12,,2005-01-03,Max,False,Burns,B001249,,Max Burns,R,2003-01-07,GA
B001135,R,5,,2005-01-03,Richard,True,Burr,B001135,M.,Richard M. Burr,R,1995-01-04,NC
C001044,,2,,2005-01-03,Brad,False,Carson,C001044,,Brad Carson,D,2001-01-03,OK
C000640,,8,,2005-01-03,Michael,False,Collins,C000640,Allen,Michael Allen Collins,R,1993-01-05,GA
C000873,,8,,2005-01-03,Philip,False,Crane,C000873,M.,Philip M. Crane,R,1983-01-03,IL
D000595,R,4,,2005-01-03,Jim,False,DeMint,D000595,,Jim DeMint,R,1999-01-06,SC
D000275,,20,,2005-01-03,Peter,False,Deutsch,D000275,,Peter Deutsch,D,1993-01-05,FL
